claim,perspective,sup,und,ns,suporting (scaled),undermining (scaled),not sure (scaled),P_i ,Total ,id,source,title
771,6312,1,3,0,0.75,2.25,0.0,0.4375,4,771,debatewise,High taxes are necessary for an effective state
771,6308,3,0,1,2.25,0.0,0.75,0.4375,4,771,debatewise,High taxes are necessary for an effective state
771,6306,3,0,1,2.25,0.0,0.75,0.4375,4,771,debatewise,High taxes are necessary for an effective state
771,6307,3,1,0,2.25,0.75,0.0,0.4375,4,771,debatewise,High taxes are necessary for an effective state
991,7928,0,4,0,0.0,3.0,0.0,1.0,4,991,debatewise,Democracies should ban the display of communist and Nazi symbols
991,7934,0,4,0,0.0,3.0,0.0,1.0,4,991,debatewise,Democracies should ban the display of communist and Nazi symbols
991,7937,1,3,0,0.75,2.25,0.0,0.4375,4,991,debatewise,Democracies should ban the display of communist and Nazi symbols
991,7930,1,3,0,0.75,2.25,0.0,0.4375,4,991,debatewise,Democracies should ban the display of communist and Nazi symbols
991,7938,0,1,3,0.0,0.75,2.25,0.4375,4,991,debatewise,Democracies should ban the display of communist and Nazi symbols
991,7935,1,3,0,0.75,2.25,0.0,0.4375,4,991,debatewise,Democracies should ban the display of communist and Nazi symbols
821,6598,0,3,0,0.0,3.0,0.0,1.0,3,821,debatewise,German unification has been a success
821,6595,3,0,0,3.0,0.0,0.0,1.0,3,821,debatewise,German unification has been a success
821,6596,0,3,0,0.0,3.0,0.0,1.0,3,821,debatewise,German unification has been a success
875,7098,0,5,0,0.0,3.0,0.0,1.0,5,875,debatewise,Ten Commandments:  Display in Schools
875,7096,0,5,0,0.0,3.0,0.0,1.0,5,875,debatewise,Ten Commandments:  Display in Schools
875,7092,0,5,0,0.0,3.0,0.0,1.0,5,875,debatewise,Ten Commandments:  Display in Schools
875,7097,0,5,0,0.0,3.0,0.0,1.0,5,875,debatewise,Ten Commandments:  Display in Schools
875,7093,0,5,0,0.0,3.0,0.0,1.0,5,875,debatewise,Ten Commandments:  Display in Schools
875,7094,0,4,1,0.0,2.4,0.6,0.52,5,875,debatewise,Ten Commandments:  Display in Schools
750,6173,4,0,0,3.0,0.0,0.0,1.0,4,750,debatewise,Books will be replaced at some point
750,6183,0,4,0,0.0,3.0,0.0,1.0,4,750,debatewise,Books will be replaced at some point
750,6175,4,0,0,3.0,0.0,0.0,1.0,4,750,debatewise,Books will be replaced at some point
750,6172,4,0,0,3.0,0.0,0.0,1.0,4,750,debatewise,Books will be replaced at some point
750,6174,4,0,0,3.0,0.0,0.0,1.0,4,750,debatewise,Books will be replaced at some point
750,6177,4,0,0,3.0,0.0,0.0,1.0,4,750,debatewise,Books will be replaced at some point
750,6178,0,4,0,0.0,3.0,0.0,1.0,4,750,debatewise,Books will be replaced at some point
750,6179,0,4,0,0.0,3.0,0.0,1.0,4,750,debatewise,Books will be replaced at some point
750,6180,0,4,0,0.0,3.0,0.0,1.0,4,750,debatewise,Books will be replaced at some point
750,6182,0,3,1,0.0,2.25,0.75,0.4375,4,750,debatewise,Books will be replaced at some point
750,6176,3,0,1,2.25,0.0,0.75,0.4375,4,750,debatewise,Books will be replaced at some point
990,7925,0,3,0,0.0,3.0,0.0,1.0,3,990,debatewise,Interest rates on personal lending should be capped by law at 20%
990,7919,3,0,0,3.0,0.0,0.0,1.0,3,990,debatewise,Interest rates on personal lending should be capped by law at 20%
990,7922,0,0,3,0.0,0.0,3.0,1.0,3,990,debatewise,Interest rates on personal lending should be capped by law at 20%
990,7921,0,0,3,0.0,0.0,3.0,1.0,3,990,debatewise,Interest rates on personal lending should be capped by law at 20%
990,7924,0,3,0,0.0,3.0,0.0,1.0,3,990,debatewise,Interest rates on personal lending should be capped by law at 20%
990,7926,0,0,3,0.0,0.0,3.0,1.0,3,990,debatewise,Interest rates on personal lending should be capped by law at 20%
738,6096,4,0,0,3.0,0.0,0.0,1.0,4,738,debatewise,The EU should significantly reduce the amount it spends on agricultural production subsidies
738,6092,3,1,0,2.25,0.75,0.0,0.4375,4,738,debatewise,The EU should significantly reduce the amount it spends on agricultural production subsidies
738,6094,3,0,1,2.25,0.0,0.75,0.4375,4,738,debatewise,The EU should significantly reduce the amount it spends on agricultural production subsidies
738,6097,0,3,1,0.0,2.25,0.75,0.4375,4,738,debatewise,The EU should significantly reduce the amount it spends on agricultural production subsidies
738,6091,1,0,3,0.75,0.0,2.25,0.4375,4,738,debatewise,The EU should significantly reduce the amount it spends on agricultural production subsidies
1005,8120,3,0,0,3.0,0.0,0.0,1.0,3,1005,debatewise,Drones Should Be Used to Take Out Enemy Combatants
1005,8121,3,0,0,3.0,0.0,0.0,1.0,3,1005,debatewise,Drones Should Be Used to Take Out Enemy Combatants
1005,8128,3,0,0,3.0,0.0,0.0,1.0,3,1005,debatewise,Drones Should Be Used to Take Out Enemy Combatants
1005,8123,3,0,0,3.0,0.0,0.0,1.0,3,1005,debatewise,Drones Should Be Used to Take Out Enemy Combatants
1005,8125,3,0,0,3.0,0.0,0.0,1.0,3,1005,debatewise,Drones Should Be Used to Take Out Enemy Combatants
1005,8124,3,0,0,3.0,0.0,0.0,1.0,3,1005,debatewise,Drones Should Be Used to Take Out Enemy Combatants
1005,8129,3,0,0,3.0,0.0,0.0,1.0,3,1005,debatewise,Drones Should Be Used to Take Out Enemy Combatants
1005,8131,3,0,0,3.0,0.0,0.0,1.0,3,1005,debatewise,Drones Should Be Used to Take Out Enemy Combatants
1005,8130,3,0,0,3.0,0.0,0.0,1.0,3,1005,debatewise,Drones Should Be Used to Take Out Enemy Combatants
1005,8122,3,0,0,3.0,0.0,0.0,1.0,3,1005,debatewise,Drones Should Be Used to Take Out Enemy Combatants
912,7295,0,3,0,0.0,3.0,0.0,1.0,3,912,debatewise,Deregulation and tax cuts should be embraced to lead the world out of economic crisis.
912,7292,3,0,0,3.0,0.0,0.0,1.0,3,912,debatewise,Deregulation and tax cuts should be embraced to lead the world out of economic crisis.
912,7297,0,3,0,0.0,3.0,0.0,1.0,3,912,debatewise,Deregulation and tax cuts should be embraced to lead the world out of economic crisis.
912,7296,0,3,0,0.0,3.0,0.0,1.0,3,912,debatewise,Deregulation and tax cuts should be embraced to lead the world out of economic crisis.
912,7300,0,3,0,0.0,3.0,0.0,1.0,3,912,debatewise,Deregulation and tax cuts should be embraced to lead the world out of economic crisis.
868,7069,0,0,3,0.0,0.0,3.0,1.0,3,868,debatewise,Democracy Is the Best Form of Government
845,6848,3,0,0,3.0,0.0,0.0,1.0,3,845,debatewise,The human genome should be patented
845,6851,0,0,3,0.0,0.0,3.0,1.0,3,845,debatewise,The human genome should be patented
856,6968,3,0,0,3.0,0.0,0.0,1.0,3,856,debatewise,Basic income tax should be abolished
856,6970,3,0,0,3.0,0.0,0.0,1.0,3,856,debatewise,Basic income tax should be abolished
856,6978,3,0,0,3.0,0.0,0.0,1.0,3,856,debatewise,Basic income tax should be abolished
856,6967,3,0,0,3.0,0.0,0.0,1.0,3,856,debatewise,Basic income tax should be abolished
856,6974,3,0,0,3.0,0.0,0.0,1.0,3,856,debatewise,Basic income tax should be abolished
856,6973,3,0,0,3.0,0.0,0.0,1.0,3,856,debatewise,Basic income tax should be abolished
856,6980,0,3,0,0.0,3.0,0.0,1.0,3,856,debatewise,Basic income tax should be abolished
856,6979,0,3,0,0.0,3.0,0.0,1.0,3,856,debatewise,Basic income tax should be abolished
856,6975,3,0,0,3.0,0.0,0.0,1.0,3,856,debatewise,Basic income tax should be abolished
624,5171,3,0,0,3.0,0.0,0.0,1.0,3,624,debatewise,The health benefits of genetically modified foods outweigh their risks
624,5172,0,3,0,0.0,3.0,0.0,1.0,3,624,debatewise,The health benefits of genetically modified foods outweigh their risks
624,5174,0,3,0,0.0,3.0,0.0,1.0,3,624,debatewise,The health benefits of genetically modified foods outweigh their risks
624,5173,0,3,0,0.0,3.0,0.0,1.0,3,624,debatewise,The health benefits of genetically modified foods outweigh their risks
938,7557,3,0,0,3.0,0.0,0.0,1.0,3,938,debatewise,"Obese people, in countries with a national health service, should face higher taxes"
938,7556,0,3,0,0.0,3.0,0.0,1.0,3,938,debatewise,"Obese people, in countries with a national health service, should face higher taxes"
938,7555,3,0,0,3.0,0.0,0.0,1.0,3,938,debatewise,"Obese people, in countries with a national health service, should face higher taxes"
592,4927,0,3,0,0.0,3.0,0.0,1.0,3,592,procon,College football should replace the bowl championship series (BCS)
592,4919,0,0,3,0.0,0.0,3.0,1.0,3,592,procon,College football should replace the bowl championship series (BCS)
592,4922,3,0,0,3.0,0.0,0.0,1.0,3,592,procon,College football should replace the bowl championship series (BCS)
592,4928,0,0,3,0.0,0.0,3.0,1.0,3,592,procon,College football should replace the bowl championship series (BCS)
592,4929,0,3,0,0.0,3.0,0.0,1.0,3,592,procon,College football should replace the bowl championship series (BCS)
592,4931,0,3,0,0.0,3.0,0.0,1.0,3,592,procon,College football should replace the bowl championship series (BCS)
589,4863,0,4,0,0.0,3.0,0.0,1.0,4,589,procon,More gun control laws should be enacted
589,4851,0,4,0,0.0,3.0,0.0,1.0,4,589,procon,More gun control laws should be enacted
589,4854,0,4,0,0.0,3.0,0.0,1.0,4,589,procon,More gun control laws should be enacted
589,4845,4,0,0,3.0,0.0,0.0,1.0,4,589,procon,More gun control laws should be enacted
589,4858,0,4,0,0.0,3.0,0.0,1.0,4,589,procon,More gun control laws should be enacted
589,4836,4,0,0,3.0,0.0,0.0,1.0,4,589,procon,More gun control laws should be enacted
589,4855,0,4,0,0.0,3.0,0.0,1.0,4,589,procon,More gun control laws should be enacted
589,4853,0,4,0,0.0,3.0,0.0,1.0,4,589,procon,More gun control laws should be enacted
589,4860,0,4,0,0.0,3.0,0.0,1.0,4,589,procon,More gun control laws should be enacted
589,4849,0,4,0,0.0,3.0,0.0,1.0,4,589,procon,More gun control laws should be enacted
589,4856,0,4,0,0.0,3.0,0.0,1.0,4,589,procon,More gun control laws should be enacted
589,4841,4,0,0,3.0,0.0,0.0,1.0,4,589,procon,More gun control laws should be enacted
589,4835,4,0,0,3.0,0.0,0.0,1.0,4,589,procon,More gun control laws should be enacted
589,4840,4,0,0,3.0,0.0,0.0,1.0,4,589,procon,More gun control laws should be enacted
589,4837,3,0,1,2.25,0.0,0.75,0.4375,4,589,procon,More gun control laws should be enacted
589,4850,1,3,0,0.75,2.25,0.0,0.4375,4,589,procon,More gun control laws should be enacted
589,4859,0,3,1,0.0,2.25,0.75,0.4375,4,589,procon,More gun control laws should be enacted
589,4857,0,3,1,0.0,2.25,0.75,0.4375,4,589,procon,More gun control laws should be enacted
589,4847,3,0,1,2.25,0.0,0.75,0.4375,4,589,procon,More gun control laws should be enacted
589,4843,3,1,0,2.25,0.75,0.0,0.4375,4,589,procon,More gun control laws should be enacted
589,4834,3,0,1,2.25,0.0,0.75,0.4375,4,589,procon,More gun control laws should be enacted
589,4848,3,1,0,2.25,0.75,0.0,0.4375,4,589,procon,More gun control laws should be enacted
589,4846,3,0,1,2.25,0.0,0.75,0.4375,4,589,procon,More gun control laws should be enacted
589,4852,1,3,0,0.75,2.25,0.0,0.4375,4,589,procon,More gun control laws should be enacted
589,4842,3,0,1,2.25,0.0,0.75,0.4375,4,589,procon,More gun control laws should be enacted
589,4838,1,0,3,0.75,0.0,2.25,0.4375,4,589,procon,More gun control laws should be enacted
737,6083,3,0,0,3.0,0.0,0.0,1.0,3,737,debatewise,Slang prevent young people from being able to communicate properly
737,6090,0,3,0,0.0,3.0,0.0,1.0,3,737,debatewise,Slang prevent young people from being able to communicate properly
737,6086,3,0,0,3.0,0.0,0.0,1.0,3,737,debatewise,Slang prevent young people from being able to communicate properly
737,6088,0,3,0,0.0,3.0,0.0,1.0,3,737,debatewise,Slang prevent young people from being able to communicate properly
840,6806,0,4,0,0.0,3.0,0.0,1.0,4,840,debatewise,The ‘war on terror’ is winnable
840,6801,4,0,0,3.0,0.0,0.0,1.0,4,840,debatewise,The ‘war on terror’ is winnable
840,6798,4,0,0,3.0,0.0,0.0,1.0,4,840,debatewise,The ‘war on terror’ is winnable
840,6799,4,0,0,3.0,0.0,0.0,1.0,4,840,debatewise,The ‘war on terror’ is winnable
840,6805,0,3,1,0.0,2.25,0.75,0.4375,4,840,debatewise,The ‘war on terror’ is winnable
840,6797,3,1,0,2.25,0.75,0.0,0.4375,4,840,debatewise,The ‘war on terror’ is winnable
740,6111,0,3,0,0.0,3.0,0.0,1.0,3,740,debatewise,Joe Calzaghe deserves to be recognized as one of the greatest boxers of all time
740,6109,0,3,0,0.0,3.0,0.0,1.0,3,740,debatewise,Joe Calzaghe deserves to be recognized as one of the greatest boxers of all time
740,6108,3,0,0,3.0,0.0,0.0,1.0,3,740,debatewise,Joe Calzaghe deserves to be recognized as one of the greatest boxers of all time
740,6110,0,3,0,0.0,3.0,0.0,1.0,3,740,debatewise,Joe Calzaghe deserves to be recognized as one of the greatest boxers of all time
902,7221,5,0,0,3.0,0.0,0.0,1.0,5,902,debatewise,The Illegality Of Recreational Drugs Does More Harm Than Good
902,7225,0,0,5,0.0,0.0,3.0,1.0,5,902,debatewise,The Illegality Of Recreational Drugs Does More Harm Than Good
902,7223,5,0,0,3.0,0.0,0.0,1.0,5,902,debatewise,The Illegality Of Recreational Drugs Does More Harm Than Good
902,7226,0,1,4,0.0,0.6,2.4,0.52,5,902,debatewise,The Illegality Of Recreational Drugs Does More Harm Than Good
902,7222,4,0,1,2.4,0.0,0.6,0.52,5,902,debatewise,The Illegality Of Recreational Drugs Does More Harm Than Good
892,7171,0,0,4,0.0,0.0,3.0,1.0,4,892,debatewise,"the teacher is always right, even when s/he is not."
892,7172,1,3,0,0.75,2.25,0.0,0.4375,4,892,debatewise,"the teacher is always right, even when s/he is not."
892,7173,1,3,0,0.75,2.25,0.0,0.4375,4,892,debatewise,"the teacher is always right, even when s/he is not."
584,4683,4,0,0,3.0,0.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4701,0,4,0,0.0,3.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4696,0,4,0,0.0,3.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4682,4,0,0,3.0,0.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4686,4,0,0,3.0,0.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4691,4,0,0,3.0,0.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4706,0,4,0,0.0,3.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4711,0,4,0,0.0,3.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4708,0,4,0,0.0,3.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4692,4,0,0,3.0,0.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4710,0,4,0,0.0,3.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4695,0,4,0,0.0,3.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4697,0,4,0,0.0,3.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4694,4,0,0,3.0,0.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4681,4,0,0,3.0,0.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4699,0,4,0,0.0,3.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4707,0,4,0,0.0,3.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4689,4,0,0,3.0,0.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4680,4,0,0,3.0,0.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4685,4,0,0,3.0,0.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4705,0,4,0,0.0,3.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4698,0,4,0,0.0,3.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4693,4,0,0,3.0,0.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4690,4,0,0,3.0,0.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4700,0,4,0,0.0,3.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4684,4,0,0,3.0,0.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4702,0,4,0,0.0,3.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4688,4,0,0,3.0,0.0,0.0,1.0,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4704,1,3,0,0.75,2.25,0.0,0.4375,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4687,3,1,0,2.25,0.75,0.0,0.4375,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4709,1,3,0,0.75,2.25,0.0,0.4375,4,584,procon,Tablets should replace textbooks in K-12 schools
584,4703,1,3,0,0.75,2.25,0.0,0.4375,4,584,procon,Tablets should replace textbooks in K-12 schools
891,7169,0,3,0,0.0,3.0,0.0,1.0,3,891,debatewise,Police Service Should Be Armed (UK)
797,6459,0,4,0,0.0,3.0,0.0,1.0,4,797,debatewise,Fast Food Advertising Should Be Banned
797,6458,1,0,3,0.75,0.0,2.25,0.4375,4,797,debatewise,Fast Food Advertising Should Be Banned
943,7578,4,0,0,3.0,0.0,0.0,1.0,4,943,debatewise,School Day Should Be Extended
943,7581,4,0,0,3.0,0.0,0.0,1.0,4,943,debatewise,School Day Should Be Extended
943,7583,0,4,0,0.0,3.0,0.0,1.0,4,943,debatewise,School Day Should Be Extended
943,7579,3,0,1,2.25,0.0,0.75,0.4375,4,943,debatewise,School Day Should Be Extended
943,7582,1,3,0,0.75,2.25,0.0,0.4375,4,943,debatewise,School Day Should Be Extended
577,4487,3,0,0,3.0,0.0,0.0,1.0,3,577,procon,Lowering the federal corporate income tax rate does create jobs
577,4488,3,0,0,3.0,0.0,0.0,1.0,3,577,procon,Lowering the federal corporate income tax rate does create jobs
577,4483,3,0,0,3.0,0.0,0.0,1.0,3,577,procon,Lowering the federal corporate income tax rate does create jobs
577,4492,0,3,0,0.0,3.0,0.0,1.0,3,577,procon,Lowering the federal corporate income tax rate does create jobs
577,4490,0,3,0,0.0,3.0,0.0,1.0,3,577,procon,Lowering the federal corporate income tax rate does create jobs
577,4494,0,3,0,0.0,3.0,0.0,1.0,3,577,procon,Lowering the federal corporate income tax rate does create jobs
577,4485,3,0,0,3.0,0.0,0.0,1.0,3,577,procon,Lowering the federal corporate income tax rate does create jobs
616,5118,0,3,0,0.0,3.0,0.0,1.0,3,616,debatewise,Companies should provide alternative interview methods
616,5113,0,3,0,0.0,3.0,0.0,1.0,3,616,debatewise,Companies should provide alternative interview methods
580,4562,4,0,0,3.0,0.0,0.0,1.0,4,580,procon,Adults should have the right to carry a concealed handgun
580,4557,4,0,0,3.0,0.0,0.0,1.0,4,580,procon,Adults should have the right to carry a concealed handgun
580,4569,0,4,0,0.0,3.0,0.0,1.0,4,580,procon,Adults should have the right to carry a concealed handgun
580,4561,4,0,0,3.0,0.0,0.0,1.0,4,580,procon,Adults should have the right to carry a concealed handgun
580,4558,4,0,0,3.0,0.0,0.0,1.0,4,580,procon,Adults should have the right to carry a concealed handgun
580,4568,0,4,0,0.0,3.0,0.0,1.0,4,580,procon,Adults should have the right to carry a concealed handgun
580,4567,0,4,0,0.0,3.0,0.0,1.0,4,580,procon,Adults should have the right to carry a concealed handgun
580,4564,0,4,0,0.0,3.0,0.0,1.0,4,580,procon,Adults should have the right to carry a concealed handgun
580,4556,4,0,0,3.0,0.0,0.0,1.0,4,580,procon,Adults should have the right to carry a concealed handgun
580,4559,4,0,0,3.0,0.0,0.0,1.0,4,580,procon,Adults should have the right to carry a concealed handgun
580,4560,4,0,0,3.0,0.0,0.0,1.0,4,580,procon,Adults should have the right to carry a concealed handgun
580,4563,0,4,0,0.0,3.0,0.0,1.0,4,580,procon,Adults should have the right to carry a concealed handgun
580,4565,0,3,1,0.0,2.25,0.75,0.4375,4,580,procon,Adults should have the right to carry a concealed handgun
580,4566,1,3,0,0.75,2.25,0.0,0.4375,4,580,procon,Adults should have the right to carry a concealed handgun
689,5719,0,3,0,0.0,3.0,0.0,1.0,3,689,debatewise,The world should go vegan
689,5722,0,3,0,0.0,3.0,0.0,1.0,3,689,debatewise,The world should go vegan
33,258,1,70,0,0.04225352113,2.957746479,0.0,0.9583415989,71,33,idebate,Smokers should be denied access to state healthcare
33,261,3,68,0,0.1267605634,2.873239437,0.0,0.8785955168,71,33,idebate,Smokers should be denied access to state healthcare
33,259,3,67,1,0.1267605634,2.830985915,0.04225352113,0.8387224756999999,71,33,idebate,Smokers should be denied access to state healthcare
33,262,5,66,0,0.2112676056,2.7887323939999997,0.0,0.8036103948000001,71,33,idebate,Smokers should be denied access to state healthcare
33,254,66,3,2,2.7887323939999997,0.1267605634,0.08450704225,0.8000396747,71,33,idebate,Smokers should be denied access to state healthcare
33,256,65,4,2,2.746478873,0.1690140845,0.08450704225,0.7631422337,71,33,idebate,Smokers should be denied access to state healthcare
33,260,4,65,2,0.1690140845,2.746478873,0.08450704225,0.7631422337,71,33,idebate,Smokers should be denied access to state healthcare
33,257,58,6,7,2.450704225,0.2535211268,0.29577464789999997,0.5262844674,71,33,idebate,Smokers should be denied access to state healthcare
29,225,1,64,0,0.046153846150000004,2.953846154,0.0,0.9545562129999999,65,29,idebate,Capitalism is better than socialism
29,226,3,62,0,0.1384615385,2.861538462,0.0,0.8679289941,65,29,idebate,Capitalism is better than socialism
29,224,3,61,1,0.1384615385,2.815384615,0.046153846150000004,0.8246153846,65,29,idebate,Capitalism is better than socialism
29,222,60,2,3,2.769230769,0.09230769231000001,0.1384615385,0.7827218935,65,29,idebate,Capitalism is better than socialism
30,227,70,1,1,2.916666667,0.04166666667,0.04166666667,0.9184027778,72,30,idebate,The International Criminal Court is a force for good
30,229,69,1,2,2.875,0.04166666667,0.08333333333,0.8790509259,72,30,idebate,The International Criminal Court is a force for good
30,233,1,68,3,0.04166666667,2.833333333,0.125,0.8408564815,72,30,idebate,The International Criminal Court is a force for good
30,231,67,4,1,2.791666667,0.1666666667,0.04166666667,0.8038194444,72,30,idebate,The International Criminal Court is a force for good
30,235,2,67,3,0.08333333333,2.791666667,0.125,0.802662037,72,30,idebate,The International Criminal Court is a force for good
30,234,3,67,2,0.125,2.791666667,0.08333333333,0.802662037,72,30,idebate,The International Criminal Court is a force for good
30,232,2,66,4,0.08333333333,2.75,0.1666666667,0.7662037037,72,30,idebate,The International Criminal Court is a force for good
30,228,64,7,1,2.666666667,0.2916666667,0.04166666667,0.6996527778,72,30,idebate,The International Criminal Court is a force for good
30,236,4,63,5,0.1666666667,2.625,0.20833333329999998,0.6603009259,72,30,idebate,The International Criminal Court is a force for good
30,230,61,6,5,2.541666667,0.25,0.20833333329999998,0.5943287037,72,30,idebate,The International Criminal Court is a force for good
28,212,65,1,1,2.9104477610000004,0.0447761194,0.0447761194,0.9124526621,67,28,idebate,"Democracy has to be imposed, if needed"
28,215,3,62,2,0.1343283582,2.776119403,0.08955223881,0.7888171085,67,28,idebate,"Democracy has to be imposed, if needed"
28,218,3,61,3,0.1343283582,2.731343284,0.1343283582,0.7493873914,67,28,idebate,"Democracy has to be imposed, if needed"
28,219,6,59,2,0.2686567164,2.641791045,0.08955223881,0.6765426598000001,67,28,idebate,"Democracy has to be imposed, if needed"
28,214,57,9,1,2.552238806,0.4029850746,0.0447761194,0.6130541322999999,67,28,idebate,"Democracy has to be imposed, if needed"
28,213,55,8,4,2.462686567,0.3582089552,0.1791044776,0.5375361996,67,28,idebate,"Democracy has to be imposed, if needed"
35,273,32,0,1,2.9090909089999997,0.0,0.09090909091,0.91184573,33,35,idebate,Cannabis should be legalised
35,277,1,32,0,0.09090909091,2.9090909089999997,0.0,0.91184573,33,35,idebate,Cannabis should be legalised
35,272,31,1,1,2.8181818180000002,0.09090909091,0.09090909091,0.826446281,33,35,idebate,Cannabis should be legalised
35,270,30,2,0,2.8125,0.1875,0.0,0.82421875,32,35,idebate,Cannabis should be legalised
35,274,1,30,1,0.09375,2.8125,0.09375,0.8212890625,32,35,idebate,Cannabis should be legalised
35,271,29,4,0,2.636363636,0.3636363636,0.0,0.6804407712999999,33,35,idebate,Cannabis should be legalised
35,275,1,28,4,0.09090909091,2.545454545,0.3636363636,0.6033057851,33,35,idebate,Cannabis should be legalised
26,193,56,0,3,2.847457627,0.0,0.1525423729,0.855214019,59,26,idebate,Atheism is the only way
26,201,2,54,2,0.1034482759,2.793103448,0.1034482759,0.8038049941,58,26,idebate,Atheism is the only way
26,195,52,6,1,2.644067797,0.3050847458,0.05084745763,0.6811261131999999,59,26,idebate,Atheism is the only way
26,194,50,7,2,2.542372881,0.35593220340000004,0.1016949153,0.6001149095,59,26,idebate,Atheism is the only way
26,196,50,6,3,2.542372881,0.3050847458,0.1525423729,0.5966676242,59,26,idebate,Atheism is the only way
26,200,4,47,7,0.20689655170000001,2.431034483,0.36206896549999995,0.5139714625,58,26,idebate,Atheism is the only way
27,203,62,4,0,2.8181818180000002,0.1818181818,0.0,0.8292011019,66,27,idebate,Anarchism is a valuable political ideology
27,209,3,62,1,0.13636363640000002,2.8181818180000002,0.04545454545,0.8271349862,66,27,idebate,Anarchism is a valuable political ideology
27,210,4,60,2,0.1818181818,2.727272727,0.09090909091,0.7465564737999999,66,27,idebate,Anarchism is a valuable political ideology
34,265,31,1,1,2.8181818180000002,0.09090909091,0.09090909091,0.826446281,33,34,idebate,Smoking in public spaces should be banned
34,268,2,30,1,0.1818181818,2.727272727,0.09090909091,0.7465564737999999,33,34,idebate,Smoking in public spaces should be banned
34,269,1,30,2,0.09090909091,2.727272727,0.1818181818,0.7465564737999999,33,34,idebate,Smoking in public spaces should be banned
34,267,2,30,1,0.1818181818,2.727272727,0.09090909091,0.7465564737999999,33,34,idebate,Smoking in public spaces should be banned
34,263,29,4,0,2.636363636,0.3636363636,0.0,0.6804407712999999,33,34,idebate,Smoking in public spaces should be banned
34,266,28,2,3,2.545454545,0.1818181818,0.2727272727,0.5977961433,33,34,idebate,Smoking in public spaces should be banned
34,264,28,3,2,2.545454545,0.2727272727,0.1818181818,0.5977961433,33,34,idebate,Smoking in public spaces should be banned
54,401,15,0,1,2.8125,0.0,0.1875,0.82421875,16,54,idebate,The sale of violent video games/censor violent video games should be illegal
54,402,15,1,0,2.8125,0.1875,0.0,0.82421875,16,54,idebate,The sale of violent video games/censor violent video games should be illegal
54,405,1,15,0,0.1875,2.8125,0.0,0.82421875,16,54,idebate,The sale of violent video games/censor violent video games should be illegal
55,413,1,0,15,0.1875,0.0,2.8125,0.82421875,16,55,idebate,Danish newspapers should not have published cartoons depicting the Prophet Mohammed
55,412,1,15,0,0.1875,2.8125,0.0,0.82421875,16,55,idebate,Danish newspapers should not have published cartoons depicting the Prophet Mohammed
55,406,15,1,0,2.8125,0.1875,0.0,0.82421875,16,55,idebate,Danish newspapers should not have published cartoons depicting the Prophet Mohammed
55,407,15,0,1,2.8125,0.0,0.1875,0.82421875,16,55,idebate,Danish newspapers should not have published cartoons depicting the Prophet Mohammed
55,409,2,0,14,0.375,0.0,2.625,0.671875,16,55,idebate,Danish newspapers should not have published cartoons depicting the Prophet Mohammed
55,410,1,14,1,0.1875,2.625,0.1875,0.66015625,16,55,idebate,Danish newspapers should not have published cartoons depicting the Prophet Mohammed
55,408,13,3,0,2.4375,0.5625,0.0,0.54296875,16,55,idebate,Danish newspapers should not have published cartoons depicting the Prophet Mohammed
