perspective_id,evidence_id,evidence,perspective,sihao_label,daniel_label,Agreed,Adjudicated
7862,4580,"Manure produces toxic hydrogen sulfide and ammonia which pollute the air and leach poisonous nitrates into nearby waters. The USDA estimates that livestock produces 500 million tons of manure annually—three times what humans produce. Runoff laden with manure is a major cause of ""dead zones” in 173,000 miles of US waterways,  including the 7,700-square-mile dead zone in the Gulf of Mexico. People living near CAFOs often have respiratory problems from hydrogen sulfide and ammonia air pollution. A peer-reviewed 2006 study of Iowa students near a CAFO found 19.7% had asthma - nearly three times the state average of 6.7%.",Air pollution will get even worse.,N,N,Yes1,N
1484,4580,"Manure produces toxic hydrogen sulfide and ammonia which pollute the air and leach poisonous nitrates into nearby waters. The USDA estimates that livestock produces 500 million tons of manure annually—three times what humans produce. Runoff laden with manure is a major cause of ""dead zones” in 173,000 miles of US waterways,  including the 7,700-square-mile dead zone in the Gulf of Mexico. People living near CAFOs often have respiratory problems from hydrogen sulfide and ammonia air pollution. A peer-reviewed 2006 study of Iowa students near a CAFO found 19.7% had asthma - nearly three times the state average of 6.7%.",ISIS could infiltrate to Gulf States,N,N,Yes1,N
1884,4580,"Manure produces toxic hydrogen sulfide and ammonia which pollute the air and leach poisonous nitrates into nearby waters. The USDA estimates that livestock produces 500 million tons of manure annually—three times what humans produce. Runoff laden with manure is a major cause of ""dead zones” in 173,000 miles of US waterways,  including the 7,700-square-mile dead zone in the Gulf of Mexico. People living near CAFOs often have respiratory problems from hydrogen sulfide and ammonia air pollution. A peer-reviewed 2006 study of Iowa students near a CAFO found 19.7% had asthma - nearly three times the state average of 6.7%.",Globalisation has made socialism impractical to implement,N,N,Yes1,N
1483,4580,"Manure produces toxic hydrogen sulfide and ammonia which pollute the air and leach poisonous nitrates into nearby waters. The USDA estimates that livestock produces 500 million tons of manure annually—three times what humans produce. Runoff laden with manure is a major cause of ""dead zones” in 173,000 miles of US waterways,  including the 7,700-square-mile dead zone in the Gulf of Mexico. People living near CAFOs often have respiratory problems from hydrogen sulfide and ammonia air pollution. A peer-reviewed 2006 study of Iowa students near a CAFO found 19.7% had asthma - nearly three times the state average of 6.7%.",The Gulf states are themselves not bastions of freedom,N,N,Yes1,N
4570,4580,"Manure produces toxic hydrogen sulfide and ammonia which pollute the air and leach poisonous nitrates into nearby waters. The USDA estimates that livestock produces 500 million tons of manure annually—three times what humans produce. Runoff laden with manure is a major cause of ""dead zones” in 173,000 miles of US waterways,  including the 7,700-square-mile dead zone in the Gulf of Mexico. People living near CAFOs often have respiratory problems from hydrogen sulfide and ammonia air pollution. A peer-reviewed 2006 study of Iowa students near a CAFO found 19.7% had asthma - nearly three times the state average of 6.7%.",It is cruel and unethical to kill animals for food when vegetarian options are available.,N,N,Yes1,N
4587,4581,"The Humane Methods of Slaughter Act (HMSA) mandates that livestock be stunned unconscious before slaughter to minimize suffering. However, birds such as chickens and turkey are exempted from the HMSA, and many US slaughterhouses routinely ignore the HMSA. A 2010 report by the US Government Accountability Organization (GAO) found that the USDA was not ""taking consistent actions to enforce the HMSA.""",Many animals raised for food in the United States are not slaughtered humanely.,S,S,Yes1,S
3826,4581,"The Humane Methods of Slaughter Act (HMSA) mandates that livestock be stunned unconscious before slaughter to minimize suffering. However, birds such as chickens and turkey are exempted from the HMSA, and many US slaughterhouses routinely ignore the HMSA. A 2010 report by the US Government Accountability Organization (GAO) found that the USDA was not ""taking consistent actions to enforce the HMSA.""",Slaughter without stunning is painful for the animal,S,S,Yes1,S
3834,4581,"The Humane Methods of Slaughter Act (HMSA) mandates that livestock be stunned unconscious before slaughter to minimize suffering. However, birds such as chickens and turkey are exempted from the HMSA, and many US slaughterhouses routinely ignore the HMSA. A 2010 report by the US Government Accountability Organization (GAO) found that the USDA was not ""taking consistent actions to enforce the HMSA.""",The problem is not a significant one,N,N,Yes1,N
1873,4581,"The Humane Methods of Slaughter Act (HMSA) mandates that livestock be stunned unconscious before slaughter to minimize suffering. However, birds such as chickens and turkey are exempted from the HMSA, and many US slaughterhouses routinely ignore the HMSA. A 2010 report by the US Government Accountability Organization (GAO) found that the USDA was not ""taking consistent actions to enforce the HMSA.""",US intervention is not consistent with other aspects of US law,N,N,Yes1,N
4570,4581,"The Humane Methods of Slaughter Act (HMSA) mandates that livestock be stunned unconscious before slaughter to minimize suffering. However, birds such as chickens and turkey are exempted from the HMSA, and many US slaughterhouses routinely ignore the HMSA. A 2010 report by the US Government Accountability Organization (GAO) found that the USDA was not ""taking consistent actions to enforce the HMSA.""",It is cruel and unethical to kill animals for food when vegetarian options are available.,S,N,No1,S
4571,4581,"The Humane Methods of Slaughter Act (HMSA) mandates that livestock be stunned unconscious before slaughter to minimize suffering. However, birds such as chickens and turkey are exempted from the HMSA, and many US slaughterhouses routinely ignore the HMSA. A 2010 report by the US Government Accountability Organization (GAO) found that the USDA was not ""taking consistent actions to enforce the HMSA.""",Human anatomy has evolved to support a primarily vegetarian diet.,N,N,Yes1,N
4572,4581,"The Humane Methods of Slaughter Act (HMSA) mandates that livestock be stunned unconscious before slaughter to minimize suffering. However, birds such as chickens and turkey are exempted from the HMSA, and many US slaughterhouses routinely ignore the HMSA. A 2010 report by the US Government Accountability Organization (GAO) found that the USDA was not ""taking consistent actions to enforce the HMSA.""",A vegetarian diet delivers complete nutrition and can provide health benefits.,N,N,Yes1,N
4573,4581,"The Humane Methods of Slaughter Act (HMSA) mandates that livestock be stunned unconscious before slaughter to minimize suffering. However, birds such as chickens and turkey are exempted from the HMSA, and many US slaughterhouses routinely ignore the HMSA. A 2010 report by the US Government Accountability Organization (GAO) found that the USDA was not ""taking consistent actions to enforce the HMSA.""",A vegetarian diet can help alleviate world hunger.,N,N,Yes1,N
4588,4582,"About 50% of meat produced in the United States comes from  (CAFOs)  where animals live in filthy, overcrowded spaces. In CAFOs pigs have their tails cut off, chickens have their toenails and beaks clipped off, and cows have their horns removed and tails cut off with no painkillers. Pregnant pigs are kept in metal gestation crates barely bigger than they are. Baby cows raised for veal are tied up and confined in tiny stalls their entire short lives (3-18 weeks).",Raising animals in confinement is cruel.,S,S,Yes1,S
5510,4582,"About 50% of meat produced in the United States comes from  (CAFOs)  where animals live in filthy, overcrowded spaces. In CAFOs pigs have their tails cut off, chickens have their toenails and beaks clipped off, and cows have their horns removed and tails cut off with no painkillers. Pregnant pigs are kept in metal gestation crates barely bigger than they are. Baby cows raised for veal are tied up and confined in tiny stalls their entire short lives (3-18 weeks).",Wild Animals Are Not Domesticated,N,N,Yes1,N
5514,4582,"About 50% of meat produced in the United States comes from  (CAFOs)  where animals live in filthy, overcrowded spaces. In CAFOs pigs have their tails cut off, chickens have their toenails and beaks clipped off, and cows have their horns removed and tails cut off with no painkillers. Pregnant pigs are kept in metal gestation crates barely bigger than they are. Baby cows raised for veal are tied up and confined in tiny stalls their entire short lives (3-18 weeks).",Animals should be left in the wild,N,N,Yes1,N
5792,4582,"About 50% of meat produced in the United States comes from  (CAFOs)  where animals live in filthy, overcrowded spaces. In CAFOs pigs have their tails cut off, chickens have their toenails and beaks clipped off, and cows have their horns removed and tails cut off with no painkillers. Pregnant pigs are kept in metal gestation crates barely bigger than they are. Baby cows raised for veal are tied up and confined in tiny stalls their entire short lives (3-18 weeks).",Infringement of human rights,N,N,Yes1,N
147,4582,"About 50% of meat produced in the United States comes from  (CAFOs)  where animals live in filthy, overcrowded spaces. In CAFOs pigs have their tails cut off, chickens have their toenails and beaks clipped off, and cows have their horns removed and tails cut off with no painkillers. Pregnant pigs are kept in metal gestation crates barely bigger than they are. Baby cows raised for veal are tied up and confined in tiny stalls their entire short lives (3-18 weeks).",Bullfighting is no more harmful than the alternatives for bulls and cows,N,N,Yes1,N
5788,4582,"About 50% of meat produced in the United States comes from  (CAFOs)  where animals live in filthy, overcrowded spaces. In CAFOs pigs have their tails cut off, chickens have their toenails and beaks clipped off, and cows have their horns removed and tails cut off with no painkillers. Pregnant pigs are kept in metal gestation crates barely bigger than they are. Baby cows raised for veal are tied up and confined in tiny stalls their entire short lives (3-18 weeks).",The music and film industries are suffering due to file-sharing.,N,N,Yes1,N
3845,4582,"About 50% of meat produced in the United States comes from  (CAFOs)  where animals live in filthy, overcrowded spaces. In CAFOs pigs have their tails cut off, chickens have their toenails and beaks clipped off, and cows have their horns removed and tails cut off with no painkillers. Pregnant pigs are kept in metal gestation crates barely bigger than they are. Baby cows raised for veal are tied up and confined in tiny stalls their entire short lives (3-18 weeks).",Fighting bulls have a better quality of life than meat-producing bulls,N,N,Yes1,N
4570,4582,"About 50% of meat produced in the United States comes from  (CAFOs)  where animals live in filthy, overcrowded spaces. In CAFOs pigs have their tails cut off, chickens have their toenails and beaks clipped off, and cows have their horns removed and tails cut off with no painkillers. Pregnant pigs are kept in metal gestation crates barely bigger than they are. Baby cows raised for veal are tied up and confined in tiny stalls their entire short lives (3-18 weeks).",It is cruel and unethical to kill animals for food when vegetarian options are available.,N,S,No1,S
4589,4583,"A peer-reviewed 2007 study from the National Institute of Environmental Health Sciences found that overuse of antibiotics in CAFOs causes antibiotic resistant bacteria to develop, which may endanger human health.",A vegetarian diet reduces overuse of antibiotics.,S,S,Yes1,S
2397,4583,"A peer-reviewed 2007 study from the National Institute of Environmental Health Sciences found that overuse of antibiotics in CAFOs causes antibiotic resistant bacteria to develop, which may endanger human health.",A lack of transparency can endanger the leader,N,N,Yes1,N
5171,4583,"A peer-reviewed 2007 study from the National Institute of Environmental Health Sciences found that overuse of antibiotics in CAFOs causes antibiotic resistant bacteria to develop, which may endanger human health.",GM can make crops easier to grow by making them resistant to insects and herbicides.,N,N,Yes1,N
4570,4583,"A peer-reviewed 2007 study from the National Institute of Environmental Health Sciences found that overuse of antibiotics in CAFOs causes antibiotic resistant bacteria to develop, which may endanger human health.",It is cruel and unethical to kill animals for food when vegetarian options are available.,N,N,Yes1,N
4571,4583,"A peer-reviewed 2007 study from the National Institute of Environmental Health Sciences found that overuse of antibiotics in CAFOs causes antibiotic resistant bacteria to develop, which may endanger human health.",Human anatomy has evolved to support a primarily vegetarian diet.,N,N,Yes1,N
4572,4583,"A peer-reviewed 2007 study from the National Institute of Environmental Health Sciences found that overuse of antibiotics in CAFOs causes antibiotic resistant bacteria to develop, which may endanger human health.",A vegetarian diet delivers complete nutrition and can provide health benefits.,N,N,Yes1,N
4573,4583,"A peer-reviewed 2007 study from the National Institute of Environmental Health Sciences found that overuse of antibiotics in CAFOs causes antibiotic resistant bacteria to develop, which may endanger human health.",A vegetarian diet can help alleviate world hunger.,N,N,Yes1,N
4574,4583,"A peer-reviewed 2007 study from the National Institute of Environmental Health Sciences found that overuse of antibiotics in CAFOs causes antibiotic resistant bacteria to develop, which may endanger human health.",A vegetarian diet reduces the chances of developing kidney stones and gallstones.,N,N,Yes1,N
4590,4584,"The US EPA states that ""nearly all fish and shellfish"" are contaminated by methylmercury (a potent neurotoxin) from industrial pollution. The omega-3 acid ALA found in vegetarian sources like walnut, flax, and olive oils, is converted by the body into EPA and DHA—the essential omega-3 acids found in fish—and sufficient to meet the dietary needs of humans. In addition, scientific studies show fish feel pain when they are injured,  and wild fish are severely impacted by overfishing. According to a peer-reviewed 2006 study published in , 29% of all commercially fished species have suffered population collapse, and at current fishing levels all harvested species will have collapsed by 2048.","Eating fish is not more ethical, environmentally sound, or healthful than eating other animal protein sources. ",S,S,Yes1,S
3870,4584,"The US EPA states that ""nearly all fish and shellfish"" are contaminated by methylmercury (a potent neurotoxin) from industrial pollution. The omega-3 acid ALA found in vegetarian sources like walnut, flax, and olive oils, is converted by the body into EPA and DHA—the essential omega-3 acids found in fish—and sufficient to meet the dietary needs of humans. In addition, scientific studies show fish feel pain when they are injured,  and wild fish are severely impacted by overfishing. According to a peer-reviewed 2006 study published in , 29% of all commercially fished species have suffered population collapse, and at current fishing levels all harvested species will have collapsed by 2048.",Protecting endangered species protects the interests of humans,N,N,Yes1,N
2308,4584,"The US EPA states that ""nearly all fish and shellfish"" are contaminated by methylmercury (a potent neurotoxin) from industrial pollution. The omega-3 acid ALA found in vegetarian sources like walnut, flax, and olive oils, is converted by the body into EPA and DHA—the essential omega-3 acids found in fish—and sufficient to meet the dietary needs of humans. In addition, scientific studies show fish feel pain when they are injured,  and wild fish are severely impacted by overfishing. According to a peer-reviewed 2006 study published in , 29% of all commercially fished species have suffered population collapse, and at current fishing levels all harvested species will have collapsed by 2048.",There are problems with being vegetarian,N,N,Yes1,N
4583,4584,"The US EPA states that ""nearly all fish and shellfish"" are contaminated by methylmercury (a potent neurotoxin) from industrial pollution. The omega-3 acid ALA found in vegetarian sources like walnut, flax, and olive oils, is converted by the body into EPA and DHA—the essential omega-3 acids found in fish—and sufficient to meet the dietary needs of humans. In addition, scientific studies show fish feel pain when they are injured,  and wild fish are severely impacted by overfishing. According to a peer-reviewed 2006 study published in , 29% of all commercially fished species have suffered population collapse, and at current fishing levels all harvested species will have collapsed by 2048.",A vegetarian diet conserves water.,N,N,Yes1,N
2306,4584,"The US EPA states that ""nearly all fish and shellfish"" are contaminated by methylmercury (a potent neurotoxin) from industrial pollution. The omega-3 acid ALA found in vegetarian sources like walnut, flax, and olive oils, is converted by the body into EPA and DHA—the essential omega-3 acids found in fish—and sufficient to meet the dietary needs of humans. In addition, scientific studies show fish feel pain when they are injured,  and wild fish are severely impacted by overfishing. According to a peer-reviewed 2006 study published in , 29% of all commercially fished species have suffered population collapse, and at current fishing levels all harvested species will have collapsed by 2048.",Being vegetarian reduces risks of food poisoning,N,N,Yes1,N
2304,4584,"The US EPA states that ""nearly all fish and shellfish"" are contaminated by methylmercury (a potent neurotoxin) from industrial pollution. The omega-3 acid ALA found in vegetarian sources like walnut, flax, and olive oils, is converted by the body into EPA and DHA—the essential omega-3 acids found in fish—and sufficient to meet the dietary needs of humans. In addition, scientific studies show fish feel pain when they are injured,  and wild fish are severely impacted by overfishing. According to a peer-reviewed 2006 study published in , 29% of all commercially fished species have suffered population collapse, and at current fishing levels all harvested species will have collapsed by 2048.",Being vegetarian helps the environment,N,N,Yes1,N
4580,4584,"The US EPA states that ""nearly all fish and shellfish"" are contaminated by methylmercury (a potent neurotoxin) from industrial pollution. The omega-3 acid ALA found in vegetarian sources like walnut, flax, and olive oils, is converted by the body into EPA and DHA—the essential omega-3 acids found in fish—and sufficient to meet the dietary needs of humans. In addition, scientific studies show fish feel pain when they are injured,  and wild fish are severely impacted by overfishing. According to a peer-reviewed 2006 study published in , 29% of all commercially fished species have suffered population collapse, and at current fishing levels all harvested species will have collapsed by 2048.",A vegetarian diet promotes a healthy weight.,N,N,Yes1,N
4589,4584,"The US EPA states that ""nearly all fish and shellfish"" are contaminated by methylmercury (a potent neurotoxin) from industrial pollution. The omega-3 acid ALA found in vegetarian sources like walnut, flax, and olive oils, is converted by the body into EPA and DHA—the essential omega-3 acids found in fish—and sufficient to meet the dietary needs of humans. In addition, scientific studies show fish feel pain when they are injured,  and wild fish are severely impacted by overfishing. According to a peer-reviewed 2006 study published in , 29% of all commercially fished species have suffered population collapse, and at current fishing levels all harvested species will have collapsed by 2048.",A vegetarian diet reduces overuse of antibiotics.,N,N,Yes1,N
4591,4585,"Vegetarians mistakenly elevate the value of animal life over plant life. Research shows that plants respond electrochemically to threats and may feel fear,  so vegetarians are also causing harm every time they kill and eat a plant. Every organism on earth dies or is killed, at some point, so others organisms can live. There is nothing wrong with this cycle; it is how nature works.",Eating meat is not cruel or unethical; it is a natural part of the cycle of life.,S,S,Yes1,S
4579,4585,"Vegetarians mistakenly elevate the value of animal life over plant life. Research shows that plants respond electrochemically to threats and may feel fear,  so vegetarians are also causing harm every time they kill and eat a plant. Every organism on earth dies or is killed, at some point, so others organisms can live. There is nothing wrong with this cycle; it is how nature works.",Vegetarians live longer.,N,N,Yes1,N
7406,4585,"Vegetarians mistakenly elevate the value of animal life over plant life. Research shows that plants respond electrochemically to threats and may feel fear,  so vegetarians are also causing harm every time they kill and eat a plant. Every organism on earth dies or is killed, at some point, so others organisms can live. There is nothing wrong with this cycle; it is how nature works.",There are no satisfactory alternatives to animal research,N,N,Yes1,N
1366,4585,"Vegetarians mistakenly elevate the value of animal life over plant life. Research shows that plants respond electrochemically to threats and may feel fear,  so vegetarians are also causing harm every time they kill and eat a plant. Every organism on earth dies or is killed, at some point, so others organisms can live. There is nothing wrong with this cycle; it is how nature works.",Animal research causes severe harm to the animals involved,N,N,Yes1,N
4600,4585,"Vegetarians mistakenly elevate the value of animal life over plant life. Research shows that plants respond electrochemically to threats and may feel fear,  so vegetarians are also causing harm every time they kill and eat a plant. Every organism on earth dies or is killed, at some point, so others organisms can live. There is nothing wrong with this cycle; it is how nature works.",Vegetarians do not live longer.,N,N,Yes1,N
1373,4585,"Vegetarians mistakenly elevate the value of animal life over plant life. Research shows that plants respond electrochemically to threats and may feel fear,  so vegetarians are also causing harm every time they kill and eat a plant. Every organism on earth dies or is killed, at some point, so others organisms can live. There is nothing wrong with this cycle; it is how nature works.",Animal research is only used when it’s needed,N,N,Yes1,N
7704,4585,"Vegetarians mistakenly elevate the value of animal life over plant life. Research shows that plants respond electrochemically to threats and may feel fear,  so vegetarians are also causing harm every time they kill and eat a plant. Every organism on earth dies or is killed, at some point, so others organisms can live. There is nothing wrong with this cycle; it is how nature works.",There's nothing inherently wrong with eating animals,S,S,Yes1,S
7708,4585,"Vegetarians mistakenly elevate the value of animal life over plant life. Research shows that plants respond electrochemically to threats and may feel fear,  so vegetarians are also causing harm every time they kill and eat a plant. Every organism on earth dies or is killed, at some point, so others organisms can live. There is nothing wrong with this cycle; it is how nature works.",vegetarians visit hospitals 22% less often than meat eaters,N,N,Yes1,N
4592,4586,"The inclusion of meat in the ancestral diet provided a dense form of nutrients and protein that, when combined with high-calorie low-nutrient carbohydrates such as roots, allowed us to develop our large brains and intelligence. Evidence shows our taste buds evolved to crave meat's savory flavor.",Eating meat has been an essential part of human evolution for 2.3 million years.,N,S,No1,S
7701,4586,"The inclusion of meat in the ancestral diet provided a dense form of nutrients and protein that, when combined with high-calorie low-nutrient carbohydrates such as roots, allowed us to develop our large brains and intelligence. Evidence shows our taste buds evolved to crave meat's savory flavor.",Humans need meat in their diet,S,S,Yes1,S
4575,4586,"The inclusion of meat in the ancestral diet provided a dense form of nutrients and protein that, when combined with high-calorie low-nutrient carbohydrates such as roots, allowed us to develop our large brains and intelligence. Evidence shows our taste buds evolved to crave meat's savory flavor.",A vegetarian diet provides a more healthful form of iron than a meat-based diet.,N,N,Yes1,N
4593,4586,"The inclusion of meat in the ancestral diet provided a dense form of nutrients and protein that, when combined with high-calorie low-nutrient carbohydrates such as roots, allowed us to develop our large brains and intelligence. Evidence shows our taste buds evolved to crave meat's savory flavor.",Meat is the most convenient protein source available.,N,N,Yes1,N
4571,4586,"The inclusion of meat in the ancestral diet provided a dense form of nutrients and protein that, when combined with high-calorie low-nutrient carbohydrates such as roots, allowed us to develop our large brains and intelligence. Evidence shows our taste buds evolved to crave meat's savory flavor.",Human anatomy has evolved to support a primarily vegetarian diet.,N,N,Yes1,N
1197,4586,"The inclusion of meat in the ancestral diet provided a dense form of nutrients and protein that, when combined with high-calorie low-nutrient carbohydrates such as roots, allowed us to develop our large brains and intelligence. Evidence shows our taste buds evolved to crave meat's savory flavor.",Intelligence agencies inflate threats.,N,N,Yes1,N
4602,4586,"The inclusion of meat in the ancestral diet provided a dense form of nutrients and protein that, when combined with high-calorie low-nutrient carbohydrates such as roots, allowed us to develop our large brains and intelligence. Evidence shows our taste buds evolved to crave meat's savory flavor.",Processed vegetarian protein options such as tofu can cause more greenhouse gas pollution than farming meat.,N,N,Yes1,N
4596,4586,"The inclusion of meat in the ancestral diet provided a dense form of nutrients and protein that, when combined with high-calorie low-nutrient carbohydrates such as roots, allowed us to develop our large brains and intelligence. Evidence shows our taste buds evolved to crave meat's savory flavor.",Eating meat provides a better source of iron than a vegetarian diet.,N,N,Yes1,N
4593,4587,"In one serving, meat provides all the essential amino acids (the building blocks of protein), as well as essential nutrients such as iron, zinc, and B vitamins. Most plant foods do not provide adequate levels of all the essential amino acids in a single serving.",Meat is the most convenient protein source available.,S,S,Yes1,S
4596,4587,"In one serving, meat provides all the essential amino acids (the building blocks of protein), as well as essential nutrients such as iron, zinc, and B vitamins. Most plant foods do not provide adequate levels of all the essential amino acids in a single serving.",Eating meat provides a better source of iron than a vegetarian diet.,N,S,No1,S
4575,4587,"In one serving, meat provides all the essential amino acids (the building blocks of protein), as well as essential nutrients such as iron, zinc, and B vitamins. Most plant foods do not provide adequate levels of all the essential amino acids in a single serving.",A vegetarian diet provides a more healthful form of iron than a meat-based diet.,N,N,Yes1,N
5174,4587,"In one serving, meat provides all the essential amino acids (the building blocks of protein), as well as essential nutrients such as iron, zinc, and B vitamins. Most plant foods do not provide adequate levels of all the essential amino acids in a single serving.","If we allow GM foods, where will science stop?",N,N,Yes1,N
4602,4587,"In one serving, meat provides all the essential amino acids (the building blocks of protein), as well as essential nutrients such as iron, zinc, and B vitamins. Most plant foods do not provide adequate levels of all the essential amino acids in a single serving.",Processed vegetarian protein options such as tofu can cause more greenhouse gas pollution than farming meat.,N,N,Yes1,N
4592,4587,"In one serving, meat provides all the essential amino acids (the building blocks of protein), as well as essential nutrients such as iron, zinc, and B vitamins. Most plant foods do not provide adequate levels of all the essential amino acids in a single serving.",Eating meat has been an essential part of human evolution for 2.3 million years.,N,N,Yes1,N
4570,4587,"In one serving, meat provides all the essential amino acids (the building blocks of protein), as well as essential nutrients such as iron, zinc, and B vitamins. Most plant foods do not provide adequate levels of all the essential amino acids in a single serving.",It is cruel and unethical to kill animals for food when vegetarian options are available.,N,N,Yes1,N
4571,4587,"In one serving, meat provides all the essential amino acids (the building blocks of protein), as well as essential nutrients such as iron, zinc, and B vitamins. Most plant foods do not provide adequate levels of all the essential amino acids in a single serving.",Human anatomy has evolved to support a primarily vegetarian diet.,N,N,Yes1,N
4594,4588,"Saturated fats contain the fat-soluble vitamins A, D, E and K,  and the cholesterol from saturated animal fat is needed for the proper function of serotonin receptors in the brain. According to a Feb. 7, 2014 study by researchers at the Institute of Social Medicine and Epidemiology, vegetarians ""suffer significantly more often from anxiety disorder and/or depression."" Low cholesterol levels have been linked to depression. Saturated fats are also essential for building and maintaining cell health, and help the body absorb calcium.","Eating meat provides healthy saturated fats, which enhance the function of the immune and nervous systems. ",S,S,Yes1,S
3399,4588,"Saturated fats contain the fat-soluble vitamins A, D, E and K,  and the cholesterol from saturated animal fat is needed for the proper function of serotonin receptors in the brain. According to a Feb. 7, 2014 study by researchers at the Institute of Social Medicine and Epidemiology, vegetarians ""suffer significantly more often from anxiety disorder and/or depression."" Low cholesterol levels have been linked to depression. Saturated fats are also essential for building and maintaining cell health, and help the body absorb calcium.",Being fat causes problems for everyone,N,N,Yes1,N
3447,4588,"Saturated fats contain the fat-soluble vitamins A, D, E and K,  and the cholesterol from saturated animal fat is needed for the proper function of serotonin receptors in the brain. According to a Feb. 7, 2014 study by researchers at the Institute of Social Medicine and Epidemiology, vegetarians ""suffer significantly more often from anxiety disorder and/or depression."" Low cholesterol levels have been linked to depression. Saturated fats are also essential for building and maintaining cell health, and help the body absorb calcium.",Trans fats are uniquely unhealthy,N,N,Yes1,N
3484,4588,"Saturated fats contain the fat-soluble vitamins A, D, E and K,  and the cholesterol from saturated animal fat is needed for the proper function of serotonin receptors in the brain. According to a Feb. 7, 2014 study by researchers at the Institute of Social Medicine and Epidemiology, vegetarians ""suffer significantly more often from anxiety disorder and/or depression."" Low cholesterol levels have been linked to depression. Saturated fats are also essential for building and maintaining cell health, and help the body absorb calcium.",A fat tax infringes on individual choice,N,N,Yes1,N
3452,4588,"Saturated fats contain the fat-soluble vitamins A, D, E and K,  and the cholesterol from saturated animal fat is needed for the proper function of serotonin receptors in the brain. According to a Feb. 7, 2014 study by researchers at the Institute of Social Medicine and Epidemiology, vegetarians ""suffer significantly more often from anxiety disorder and/or depression."" Low cholesterol levels have been linked to depression. Saturated fats are also essential for building and maintaining cell health, and help the body absorb calcium.",Banning trans fats in uneconomical,N,N,Yes1,N
3483,4588,"Saturated fats contain the fat-soluble vitamins A, D, E and K,  and the cholesterol from saturated animal fat is needed for the proper function of serotonin receptors in the brain. According to a Feb. 7, 2014 study by researchers at the Institute of Social Medicine and Epidemiology, vegetarians ""suffer significantly more often from anxiety disorder and/or depression."" Low cholesterol levels have been linked to depression. Saturated fats are also essential for building and maintaining cell health, and help the body absorb calcium.",A fat tax levels out the playing field for healthier food,N,N,Yes1,N
4576,4588,"Saturated fats contain the fat-soluble vitamins A, D, E and K,  and the cholesterol from saturated animal fat is needed for the proper function of serotonin receptors in the brain. According to a Feb. 7, 2014 study by researchers at the Institute of Social Medicine and Epidemiology, vegetarians ""suffer significantly more often from anxiety disorder and/or depression."" Low cholesterol levels have been linked to depression. Saturated fats are also essential for building and maintaining cell health, and help the body absorb calcium.",A vegetarian diet helps build healthy bones because vegetarians absorb more calcium than meat eaters.,N,N,Yes1,N
3449,4588,"Saturated fats contain the fat-soluble vitamins A, D, E and K,  and the cholesterol from saturated animal fat is needed for the proper function of serotonin receptors in the brain. According to a Feb. 7, 2014 study by researchers at the Institute of Social Medicine and Epidemiology, vegetarians ""suffer significantly more often from anxiety disorder and/or depression."" Low cholesterol levels have been linked to depression. Saturated fats are also essential for building and maintaining cell health, and help the body absorb calcium.",The state should ban trans fats to protect the public,N,N,Yes1,N
4595,4589,"Although it is also found in eggs and dairy,  a peer-reviewed July 2003 study showed two in three vegetarians were vitamin B12 deficient compared to one in 20 meat eaters.","Meat is the best source of vitamin B12, a vitamin necessary to nervous and digestive system health. ",S,S,Yes1,S
7708,4589,"Although it is also found in eggs and dairy,  a peer-reviewed July 2003 study showed two in three vegetarians were vitamin B12 deficient compared to one in 20 meat eaters.",vegetarians visit hospitals 22% less often than meat eaters,N,N,Yes1,N
4576,4589,"Although it is also found in eggs and dairy,  a peer-reviewed July 2003 study showed two in three vegetarians were vitamin B12 deficient compared to one in 20 meat eaters.",A vegetarian diet helps build healthy bones because vegetarians absorb more calcium than meat eaters.,N,N,Yes1,N
4581,4589,"Although it is also found in eggs and dairy,  a peer-reviewed July 2003 study showed two in three vegetarians were vitamin B12 deficient compared to one in 20 meat eaters.",Studies show that vegetarians are up to 40% less likely to develop cancer than meat eaters.,N,N,Yes1,N
4579,4589,"Although it is also found in eggs and dairy,  a peer-reviewed July 2003 study showed two in three vegetarians were vitamin B12 deficient compared to one in 20 meat eaters.",Vegetarians live longer.,N,N,Yes1,N
4600,4589,"Although it is also found in eggs and dairy,  a peer-reviewed July 2003 study showed two in three vegetarians were vitamin B12 deficient compared to one in 20 meat eaters.",Vegetarians do not live longer.,N,N,Yes1,N
4570,4589,"Although it is also found in eggs and dairy,  a peer-reviewed July 2003 study showed two in three vegetarians were vitamin B12 deficient compared to one in 20 meat eaters.",It is cruel and unethical to kill animals for food when vegetarian options are available.,N,N,Yes1,N
4571,4589,"Although it is also found in eggs and dairy,  a peer-reviewed July 2003 study showed two in three vegetarians were vitamin B12 deficient compared to one in 20 meat eaters.",Human anatomy has evolved to support a primarily vegetarian diet.,N,N,Yes1,N
4596,4590,"The body absorbs 15% to 35% of the heme iron in meat, but only absorbs 2% to 20% of the non-heme iron found in vegetarian sources like leafy greens and beans.",Eating meat provides a better source of iron than a vegetarian diet.,S,S,Yes1,S
4575,4590,"The body absorbs 15% to 35% of the heme iron in meat, but only absorbs 2% to 20% of the non-heme iron found in vegetarian sources like leafy greens and beans.",A vegetarian diet provides a more healthful form of iron than a meat-based diet.,N,N,Yes1,N
2308,4590,"The body absorbs 15% to 35% of the heme iron in meat, but only absorbs 2% to 20% of the non-heme iron found in vegetarian sources like leafy greens and beans.",There are problems with being vegetarian,N,N,Yes1,N
